"filename", "language", "TypeScript React", "TypeScript", "GraphQL", "CSS", "JSON", "JavaScript", "YAML", "Markdown", "Shell Script", "HTML", "comment", "blank", "total"
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBar/index.tsx", "TypeScript React", 629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47, 683
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBar/taskBar.stories.tsx", "TypeScript React", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 19
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBar/utils.ts", "TypeScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 93
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoard/SkeletonBoard.tsx", "TypeScript React", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 120
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoard/index.tsx", "TypeScript React", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 404
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoard/taskBoard.stories.tsx", "TypeScript React", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 110
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoardContainer/index.tsx", "TypeScript React", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoardContainer/taskBoardContainer.stories.tsx", "TypeScript React", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoardList/index.tsx", "TypeScript React", 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 34, 303
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskBoardList/taskBoardList.stories.tsx", "TypeScript React", 693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 4, 882
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskCard/DragPositionCard.tsx", "TypeScript React", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskCard/index.tsx", "TypeScript React", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 127
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TaskBoard/TaskCard/taskCard.stories.tsx", "TypeScript React", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 65
"/Users/paulkim/Desktop/cs_projects/Retrievo_client/src/layouts/TopNav/ProjectListDropdown/index.tsx", "TypeScript React", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 93
